Date,Date,Max Hourly Temp (F),Min Hourly Temp (F),Max Wind Speed (mph),Total Precip (in),Unnamed: 5
2019-01-01,2019-01-01,37,32,14,0.02,
2019-01-02,2019-01-02,32,28,17,0.00,
2019-01-03,2019-01-03,38,26,14,0.00,
2019-01-04,2019-01-04,39,25,11,0.00,
2019-01-05,2019-01-05,51,30,14,0.00,
2019-01-06,2019-01-06,47,32,18,0.00,
2019-01-07,2019-01-07,57,45,30,0.07,
2019-01-08,2019-01-08,50,32,33,0.00,
2019-01-09,2019-01-09,30,18,30,0.00,
2019-01-10,2019-01-10,29,16,10,0.00,
2019-01-11,2019-01-11,30,16,14,0.00,
2019-01-12,2019-01-12,31,29,20,0.37,
2019-01-13,2019-01-13,28,10,23,0.00,
2019-01-14,2019-01-14,26,2,8,0.00,
2019-01-15,2019-01-15,32,26,20,0.00,
2019-01-16,2019-01-16,33,31,13,0.00,
2019-01-17,2019-01-17,35,30,13,0.26,
2019-01-18,2019-01-18,33,30,20,0.00,
2019-01-19,2019-01-19,33,17,32,0.23,
2019-01-20,2019-01-20,14,2,24,0.00,
2019-01-21,2019-01-21,19,3,22,0.00,
2019-01-22,2019-01-22,37,18,25,0.53,
2019-01-23,2019-01-23,39,20,25,0.56,
2019-01-24,2019-01-24,24,7,25,0.00,
2019-01-25,2019-01-25,23,1,24,0.00,
2019-01-26,2019-01-26,29,-3,22,0.01,
2019-01-27,2019-01-27,21,2,18,0.00,
2019-01-28,2019-01-28,36,10,32,0.12,
2019-01-29,2019-01-29,15,0,33,0.00,
2019-01-30,2019-01-30,-1,-16,30,0.00,
2019-01-31,2019-01-31,13,-8,15,0.00,
2019-02-01,2019-02-01,27,14,13,0.00,
2019-02-02,2019-02-02,44,19,17,0.00,
2019-02-03,2019-02-03,54,37,16,0.00,
2019-02-04,2019-02-04,55,31,21,0.01,
2019-02-05,2019-02-05,35,26,16,0.06,
2019-02-06,2019-02-06,38,34,11,0.40,
2019-02-07,2019-02-07,53,15,33,0.24,
2019-02-08,2019-02-08,19,11,30,0.00,
2019-02-09,2019-02-09,26,8,13,0.00,
2019-02-10,2019-02-10,32,20,14,0.06,
2019-02-11,2019-02-11,34,31,21,0.37,
2019-02-12,2019-02-12,36,23,33,0.13,
2019-02-13,2019-02-13,36,18,28,0.00,
2019-02-14,2019-02-14,49,31,24,0.00,
2019-02-15,2019-02-15,28,16,28,0.00,
2019-02-16,2019-02-16,33,15,17,0.00,
2019-02-17,2019-02-17,31,25,18,0.02,
2019-02-18,2019-02-18,29,20,15,0.00,
2019-02-19,2019-02-19,34,20,18,0.00,
2019-02-20,2019-02-20,39,31,18,0.07,
2019-02-21,2019-02-21,38,29,14,0.00,
2019-02-22,2019-02-22,41,28,16,0.00,
2019-02-23,2019-02-23,53,35,22,0.19,
2019-02-24,2019-02-24,49,20,41,0.00,
2019-02-25,2019-02-25,30,15,28,0.00,
2019-02-26,2019-02-26,39,24,20,0.00,
2019-02-27,2019-02-27,35,21,17,0.00,
2019-02-28,2019-02-28,31,18,14,0.00,
2019-03-01,2019-03-01,41,23,10,0.00,
2019-03-02,2019-03-02,34,29,15,0.00,
2019-03-03,2019-03-03,29,5,22,0.01,
2019-03-04,2019-03-04,11,-3,18,0.00,
2019-03-05,2019-03-05,20,4,22,0.00,
2019-03-06,2019-03-06,28,4,18,0.00,
2019-03-07,2019-03-07,29,21,13,0.05,
2019-03-08,2019-03-08,39,28,11,0,
2019-03-09,2019-03-09,49,33,34,0.99,
2019-03-10,2019-03-10,42,31,30,0.00,
2019-03-11,2019-03-11,46,28,11,0.00,
2019-03-12,2019-03-12,48,26,16,0.00,
2019-03-13,2019-03-13,61,41,22,0.64,
2019-03-14,2019-03-14,68,42,40,0.10,
2019-03-15,2019-03-15,43,31,25,0.01,
2019-03-16,2019-03-16,45,27,16,0.00,
2019-03-17,2019-03-17,46,29,20,0.00,
2019-03-18,2019-03-18,47,24,13,0.00,
2019-03-19,2019-03-19,52,27,14,0.00,
2019-03-20,2019-03-20,50,36,18,0.14,
2019-03-21,2019-03-21,45,33,22,0.00,
2019-03-22,2019-03-22,52,30,21,0.00,
2019-03-23,2019-03-23,54,24,10,0.00,
2019-03-24,2019-03-24,54,42,15,0.22,
2019-03-25,2019-03-25,51,31,22,0.07,
2019-03-26,2019-03-26,49,28,16,0.00,
2019-03-27,2019-03-27,59,25,18,0.08,
2019-03-28,2019-03-28,65,45,23,0.74,
2019-03-29,2019-03-29,56,50,15,0.25,
2019-03-30,2019-03-30,56,32,22,0.95,
2019-03-31,2019-03-31,38,26,21,0.00,
2019-04-01,2019-04-01,47,26,18,0.00,
2019-04-02,2019-04-02,57,33,22,0.00,
2019-04-03,2019-04-03,57,32,11,0.00,
2019-04-04,2019-04-04,59,46,25,0.10,
2019-04-05,2019-04-05,58,46,13,0.01,
2019-04-06,2019-04-06,70,42,14,0.00,
2019-04-07,2019-04-07,73,50,21,0.59,
2019-04-08,2019-04-08,73,51,10,0.00,
2019-04-09,2019-04-09,69,49,16,0.00,
2019-04-10,2019-04-10,60,42,26,0.37,
2019-04-11,2019-04-11,77,45,32,0.20,
2019-04-12,2019-04-12,57,38,31,0.27,
2019-04-13,2019-04-13,55,34,16,0.09,
2019-04-14,2019-04-14,41,34,31,0.66,
2019-04-15,2019-04-15,55,31,15,0.00,
2019-04-16,2019-04-16,77,46,21,0.00,
2019-04-17,2019-04-17,78,52,34,0.00,
2019-04-18,2019-04-18,63,44,25,0.80,
2019-04-19,2019-04-19,51,40,32,0.03,
2019-04-20,2019-04-20,66,39,29,0.00,
2019-04-21,2019-04-21,76,36,16,0.00,
2019-04-22,2019-04-22,80,53,26,0.00,
2019-04-23,2019-04-23,61,48,15,0.00,
2019-04-24,2019-04-24,58,47,20,0.00,
2019-04-25,2019-04-25,57,52,25,0.39,
2019-04-26,2019-04-26,65,44,29,0.05,
2019-04-27,2019-04-27,54,37,24,0.23,
2019-04-28,2019-04-28,57,37,18,0.05,
2019-04-29,2019-04-29,63,47,20,0.06,
2019-04-30,2019-04-30,65,51,22,0.49,
2019-05-01,2019-05-01,72,58,30,0.05,
2019-05-02,2019-05-02,66,50,17,0.28,
2019-05-03,2019-05-03,58,48,17,0.00,
2019-05-04,2019-05-04,63,47,14,0.04,
2019-05-05,2019-05-05,72,43,9,0.00,
2019-05-06,2019-05-06,78,49,21,0.00,
2019-05-07,2019-05-07,74,50,21,0.00,
2019-05-08,2019-05-08,85,52,25,0.15,
2019-05-09,2019-05-09,67,47,18,1.32,
2019-05-10,2019-05-10,60,46,13,0.00,
2019-05-11,2019-05-11,52,41,16,0.22,
2019-05-12,2019-05-12,49,44,13,0.04,
2019-05-13,2019-05-13,64,43,13,0.00,
2019-05-14,2019-05-14,68,42,11,0.00,
2019-05-15,2019-05-15,75,56,10,0.02,
2019-05-16,2019-05-16,83,56,26,0.00,
2019-05-17,2019-05-17,82,64,17,0.00,
2019-05-18,2019-05-18,87,61,26,0.00,
2019-05-19,2019-05-19,77,57,26,0.22,
2019-05-20,2019-05-20,61,49,17,0.00,
2019-05-21,2019-05-21,60,46,29,0.74,
2019-05-22,2019-05-22,80,57,22,0.18,
2019-05-23,2019-05-23,79,64,38,0.44,
2019-05-24,2019-05-24,88,63,22,0.00,
2019-05-25,2019-05-25,85,70,22,0.00,
2019-05-26,2019-05-26,78,65,21,0.76,
2019-05-27,2019-05-27,84,61,22,0.00,
2019-05-28,2019-05-28,84,61,21,0.03,
2019-05-29,2019-05-29,81,61,16,0.25,
2019-05-30,2019-05-30,80,62,17,0.03,
2019-05-31,2019-05-31,80,61,11,0.00,
2019-06-01,2019-06-01,86,62,17,0.00,
2019-06-02,2019-06-02,78,56,16,0.00,
2019-06-03,2019-06-03,80,52,10,0.00,
2019-06-04,2019-06-04,85,63,21,0.00,
2019-06-05,2019-06-05,90,69,25,0.00,
2019-06-06,2019-06-06,89,64,14,0.00,
2019-06-07,2019-06-07,87,67,22,0.00,
2019-06-08,2019-06-08,83,65,20,0.04,
2019-06-09,2019-06-09,82,67,11,0.00,
2019-06-10,2019-06-10,80,57,26,0.00,
2019-06-11,2019-06-11,84,53,M,0.00,
2019-06-12,2019-06-12,76,57,16,0.61,
2019-06-13,2019-06-13,69,50,26,0.00,
2019-06-14,2019-06-14,78,47,21,0.09,
2019-06-15,2019-06-15,73,62,23,1.10,
2019-06-16,2019-06-16,82,65,13,0.06,
2019-06-17,2019-06-17,73,61,10,0.00,
2019-06-18,2019-06-18,81,63,8,0.00,
2019-06-19,2019-06-19,80,63,14,0.64,
2019-06-20,2019-06-20,75,59,21,0.00,
2019-06-21,2019-06-21,76,57,21,0.36,
2019-06-22,2019-06-22,80,65,21,0.19,
2019-06-23,2019-06-23,82,68,21,0.00,
2019-06-24,2019-06-24,81,64,20,0.03,
2019-06-25,2019-06-25,85,62,23,0.00,
2019-06-26,2019-06-26,90,65,15,0.00,
2019-06-27,2019-06-27,90,67,13,0.00,
2019-06-28,2019-06-28,91,67,17,0.00,
2019-06-29,2019-06-29,92,70,14,0.00,
2019-06-30,2019-06-30,94,70,23,0.53,
2019-07-01,2019-07-01,91,70,14,0.00,
2019-07-02,2019-07-02,92,72,18,0.00,
2019-07-03,2019-07-03,90,70,21,0.23,
2019-07-04,2019-07-04,90,67,11,0.00,
2019-07-05,2019-07-05,84,71,13,1.34,
2019-07-06,2019-07-06,90,70,13,0.74,
2019-07-07,2019-07-07,83,66,14,0.00,
2019-07-08,2019-07-08,85,67,10,0.00,
2019-07-09,2019-07-09,88,64,13,0.00,
2019-07-10,2019-07-10,93,73,11,0.05,
2019-07-11,2019-07-11,85,66,11,0.00,
2019-07-12,2019-07-12,84,61,7,0.00,
2019-07-13,2019-07-13,89,64,9,0.00,
2019-07-14,2019-07-14,90,69,10,1.08,
2019-07-15,2019-07-15,85,68,17,0.01,
2019-07-16,2019-07-16,83,72,17,0.08,
2019-07-17,2019-07-17,89,72,8,0.00,
2019-07-18,2019-07-18,91,72,16,0.00,
2019-07-19,2019-07-19,92,78,17,0.00,
2019-07-20,2019-07-20,92,76,16,0.00,
2019-07-21,2019-07-21,89,71,16,0.03,
2019-07-22,2019-07-22,80,56,15,0.00,
2019-07-23,2019-07-23,81,54,15,0.00,
2019-07-24,2019-07-24,82,57,8,0,
2019-07-25,2019-07-25,82,55,9,0,
2019-07-26,2019-07-26,84,61,11,0,
2019-07-27,2019-07-27,85,64,16,0.00,
2019-07-28,2019-07-28,87,66,16,0,
2019-07-29,2019-07-29,81,68,10,0.27,
2019-07-30,2019-07-30,83,63,10,0.00,
2019-07-31,2019-07-31,80,61,9,0.00,
2019-08-01,2019-08-01,82,56,13,0.00,
2019-08-02,2019-08-02,85,65,10,0.00,
2019-08-03,2019-08-03,85,60,9,0.00,
2019-08-04,2019-08-04,87,57,6,0.00,
2019-08-05,2019-08-05,88,64,8,0.00,
2019-08-06,2019-08-06,85,66,10,0.00,
2019-08-07,2019-08-07,85,60,10,0.00,
2019-08-08,2019-08-08,88,62,13,0.30,
2019-08-09,2019-08-09,82,59,9,0.00,
2019-08-10,2019-08-10,82,56,6,0.00,
2019-08-11,2019-08-11,78,60,10,0.11,
2019-08-12,2019-08-12,82,71,11,0.20,
2019-08-13,2019-08-13,84,68,13,0.00,
2019-08-14,2019-08-14,83,64,13,0.00,
2019-08-15,2019-08-15,80,60,9,0.00,
2019-08-16,2019-08-16,80,63,16,0.00,
2019-08-17,2019-08-17,78,68,10,0.12,
2019-08-18,2019-08-18,85,70,13,0.45,
2019-08-19,2019-08-19,88,68,6,0,
2019-08-20,2019-08-20,79,67,14,0.33,
2019-08-21,2019-08-21,84,64,14,0.10,
2019-08-22,2019-08-22,82,65,10,0.02,
2019-08-23,2019-08-23,78,60,13,0.00,
2019-08-24,2019-08-24,76,55,14,0.00,
2019-08-25,2019-08-25,78,56,11,0.13,
2019-08-26,2019-08-26,80,67,16,0.19,
2019-08-27,2019-08-27,81,60,10,0.00,
2019-08-28,2019-08-28,77,53,15,0.00,
2019-08-29,2019-08-29,79,53,14,0.00,
2019-08-30,2019-08-30,77,65,14,0.00,
2019-08-31,2019-08-31,75,61,13,0,
2019-09-01,2019-09-01,78,63,8,0.54,
2019-09-02,2019-09-02,80,58,6,0.00,
2019-09-03,2019-09-03,85,60,18,0.00,
2019-09-04,2019-09-04,77,60,9,0.00,
2019-09-05,2019-09-05,75,53,7,0.00,
2019-09-06,2019-09-06,78,58,15,0.00,
2019-09-07,2019-09-07,77,52,7,0.00,
2019-09-08,2019-09-08,74,63,9,0.14,
2019-09-09,2019-09-09,84,62,10,0.00,
2019-09-10,2019-09-10,88,68,14,0.00,
2019-09-11,2019-09-11,87,71,15,0.00,
2019-09-12,2019-09-12,89,67,11,0.00,
2019-09-13,2019-09-13,83,56,16,0.05,
2019-09-14,2019-09-14,82,51,9,0.00,
2019-09-15,2019-09-15,82,61,14,0.15,
2019-09-16,2019-09-16,88,62,10,0.00,
2019-09-17,2019-09-17,84,63,11,0.00,
2019-09-18,2019-09-18,86,60,8,0.00,
2019-09-19,2019-09-19,87,59,7,0,
2019-09-20,2019-09-20,89,63,9,0.00,
2019-09-21,2019-09-21,83,68,20,0.00,
2019-09-22,2019-09-22,83,69,22,0.50,
2019-09-23,2019-09-23,76,53,11,0.35,
2019-09-24,2019-09-24,78,52,13,0.00,
2019-09-25,2019-09-25,80,58,13,0.04,
2019-09-26,2019-09-26,74,51,8,0.00,
2019-09-27,2019-09-27,89,51,23,0.07,
2019-09-28,2019-09-28,85,65,15,0.12,
2019-09-29,2019-09-29,85,67,9,1.09,
2019-09-30,2019-09-30,90,67,17,0.00,
2019-10-01,2019-10-01,92,68,16,0.00,
2019-10-02,2019-10-02,86,68,16,0.00,
2019-10-03,2019-10-03,71,51,15,0.04,
2019-10-04,2019-10-04,67,46,11,0.00,
2019-10-05,2019-10-05,74,46,11,0.06,
2019-10-06,2019-10-06,70,54,13,0.00,
2019-10-07,2019-10-07,73,45,8,0.00,
2019-10-08,2019-10-08,74,42,7,0.00,
2019-10-09,2019-10-09,76,44,10,0.00,
